timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1538055824771,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824775,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,2
1538055824779,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824782,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824786,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,2
1538055824791,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,2
1538055824795,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824799,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,2
1538055824803,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824806,12,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,12,0,1
1538055824818,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,2
1538055824824,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,0
1538055824827,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824831,6,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,6,0,3
1538055824837,8,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,8,0,5
1538055824845,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824849,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824852,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824855,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824859,13,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,13,0,11
1538055824872,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,1
1538055824877,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824880,6,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,6,0,1
1538055824886,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,2
1538055824890,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824893,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824896,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824899,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824902,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824905,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824908,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824912,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,1
1538055824917,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824920,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,2
1538055824925,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824928,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824931,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824934,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,0
1538055824937,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,1
1538055824942,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824945,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824949,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824952,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824955,5,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,5,0,3
1538055824960,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,2
1538055824964,6,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,6,0,2
1538055824970,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824974,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824977,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824981,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824984,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824987,4,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,4,0,1
1538055824991,3,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,3,0,1
1538055824994,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055824997,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055825000,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055825003,2,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,2,0,1
1538055825005,9,HTTP Request,200,OK,jp@gc - Ultimate Thread Group 1-10,text,true,,1665,138,1,1,http://10.0.10.10:4200/?petclinic=&owners=,8,0,1
